Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,5,10637296,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
2,96372106,5,10637297,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
3,96372106,5,10637298,4,60,0.3231658935546875,0.08374333381652832,289,480,191,480,462,475,13,475,0.5,max,Min Worst Case,False,280,487
4,96372106,5,10637299,4,60,0.17752504348754883,0.11771869659423828,311,530,219,530,527,530,3,530,0.5,max,Min Worst Case,False,304,528
5,96372106,5,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
6,96372106,5,10637301,4,60,0.011978864669799805,0.0938103199005127,276,431,155,431,427,431,4,431,0.5,max,Min Worst Case,False,276,431
7,96372106,5,10637302,4,60,0.036905527114868164,0.07280468940734863,288,461,173,461,452,461,9,461,0.5,max,Min Worst Case,False,282,464
8,96372106,5,10637303,4,60,0.009982824325561523,0.05586981773376465,277,467,190,467,463,467,4,467,0.5,max,Min Worst Case,False,277,467
9,96372106,5,10637304,4,60,0.0039882659912109375,0.020943403244018555,190,308,118,308,305,308,3,308,0.5,max,Min Worst Case,False,190,308
10,96372106,5,10637305,4,60,0.22240304946899414,0.0718073844909668,352,557,205,557,546,554,8,554,0.5,max,Min Worst Case,False,338,552
11,96372106,5,10637306,4,60,0.07280325889587402,0.03390908241271973,193,350,157,350,336,349,13,349,0.5,max,Min Worst Case,False,191,364
12,96372106,5,10637307,4,60,0.010970592498779297,0.141615629196167,380,656,276,656,656,656,0,656,0.5,max,Min Worst Case,False,380,656
13,96372106,5,10637308,4,60,0.06881546974182129,0.0997629165649414,380,646,266,646,642,646,4,646,0.5,max,Min Worst Case,False,379,661
14,96372106,5,10637309,4,60,0.04891848564147949,0.09175395965576172,270,451,181,451,439,451,12,451,0.5,max,Min Worst Case,False,262,454
15,96372106,5,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
16,96372106,5,10637311,4,60,0.047872066497802734,0.09474635124206543,281,481,200,481,467,481,14,481,0.5,max,Min Worst Case,False,281,491
17,96372106,5,10637312,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
18,96372106,5,10637313,4,60,0.3191800117492676,0.1575784683227539,383,664,281,664,646,664,18,664,0.5,max,Min Worst Case,False,378,662
19,96372106,5,10637314,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
20,96372106,5,10637315,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
21,96372106,5,10637316,4,60,0.2313828468322754,0.17154240608215332,413,705,292,705,703,705,2,705,0.5,max,Min Worst Case,False,409,712
22,96372106,5,10637317,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
23,96372106,5,10637318,4,60,0.005039215087890625,0.0379025936126709,159,298,139,298,294,298,4,298,0.5,max,Min Worst Case,False,159,298
24,96372106,5,10637319,4,60,0.0059833526611328125,0.0359039306640625,220,364,144,364,362,364,2,364,0.5,max,Min Worst Case,False,220,364
25,96372106,5,10637320,4,60,0.2502768039703369,0.14760494232177734,350,571,221,571,564,571,7,571,0.5,max,Min Worst Case,False,342,574
26,96372106,5,10637321,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
27,96372106,5,10637322,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
28,96372106,5,10637323,4,60,0.01102447509765625,0.17054438591003418,410,709,299,709,699,709,10,709,0.5,max,Min Worst Case,False,410,709
29,96372106,5,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
30,96372106,5,10637325,4,60,0.018947362899780273,0.04089045524597168,280,465,185,465,460,465,5,465,0.5,max,Min Worst Case,False,278,470
31,96372106,5,10637326,4,60,0.005928993225097656,0.036902427673339844,216,379,163,379,374,379,5,379,0.5,max,Min Worst Case,False,216,379
32,96372106,5,10637327,4,60,0.07285809516906738,0.058841705322265625,310,517,207,517,502,517,15,517,0.5,max,Min Worst Case,False,302,526
33,96372106,5,10637328,4,60,0.008034467697143555,0.06582522392272949,248,445,197,445,415,445,30,445,0.5,max,Min Worst Case,False,248,445
34,96372106,5,10637329,4,60,1.1539561748504639,0.019889354705810547,194,317,123,317,304,310,6,310,0.5,max,Min Worst Case,False,186,317
35,96372106,5,10637330,4,60,4.252792596817017,0.05281853675842285,253,421,168,421,417,421,4,421,0.5,max,Min Worst Case,False,230,402
36,96372106,5,10637331,4,60,0.006922483444213867,0.04887056350708008,238,394,156,394,389,394,5,394,0.5,max,Min Worst Case,False,238,394
37,96372106,5,10637332,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
38,96372106,5,10637333,4,60,0.009973764419555664,0.07679581642150879,255,466,211,466,455,466,11,466,0.5,max,Min Worst Case,False,255,466
39,96372106,5,10637334,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
40,96372106,5,10637335,4,60,0.010973691940307617,0.06781864166259766,309,523,214,523,519,523,4,523,0.5,max,Min Worst Case,False,309,523
41,96372106,5,10637336,4,60,0.0109710693359375,0.09175491333007812,316,510,194,510,494,510,16,510,0.5,max,Min Worst Case,False,316,510
42,96372106,5,10637337,4,60,0.033875465393066406,0.07180953025817871,213,375,162,375,370,375,5,375,0.5,max,Min Worst Case,False,212,383
43,96372106,5,10637338,4,60,0.009971141815185547,0.09773755073547363,214,356,142,356,344,356,12,356,0.5,max,Min Worst Case,False,214,356
44,96372106,5,10637339,4,60,1.6955251693725586,0.11073923110961914,362,606,244,606,594,603,9,603,0.5,max,Min Worst Case,False,352,617
45,96372106,5,10637340,4,60,0.08178091049194336,0.10771393775939941,274,456,182,456,454,456,2,456,0.5,max,Min Worst Case,False,274,478
46,96372106,5,10637341,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
47,96372106,5,10637342,4,60,0.18157458305358887,0.09773850440979004,329,541,212,541,539,541,2,541,0.5,max,Min Worst Case,False,320,549
48,96372106,5,10637343,4,60,0.04188942909240723,0.06685590744018555,292,500,208,500,490,500,10,500,0.5,max,Min Worst Case,False,292,514
49,96372106,5,10637344,4,60,0.04987001419067383,0.08078527450561523,282,489,207,489,475,489,14,489,0.5,max,Min Worst Case,False,281,496
50,96372106,5,10637345,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,max,Min Worst Case,False,-1,-1
