Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,8,10637296,2,60,0.39394545555114746,54,90,36,66,66,0,1.0,True
2,96372106,8,10637297,2,60,4.287528991699219,73,101,28,81,81,0,1.0,True
3,96372106,8,10637298,2,60,42.63792824745178,69,95,26,81,81,0,1.0,True
4,96372106,8,10637299,2,60,11.402528285980225,79,109,30,90,90,0,1.0,True
5,96372106,8,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
6,96372106,8,10637301,2,60,2.646918296813965,56,86,30,73,73,0,1.0,True
7,96372106,8,10637302,2,60,24.643107891082764,81,114,33,92,92,0,1.0,True
8,96372106,8,10637303,2,60,0.14461374282836914,52,88,36,69,69,0,1.0,True
9,96372106,8,10637304,2,60,0.16156744956970215,50,71,21,61,61,0,1.0,True
10,96372106,8,10637305,2,60,6.8068459033966064,60,93,33,73,73,0,1.0,True
11,96372106,8,10637306,2,60,58.5610134601593,69,99,30,85,85,0,1.0,True
12,96372106,8,10637307,2,60,6.394982099533081,75,106,31,77,77,0,1.0,True
13,96372106,8,10637308,2,60,44.4985134601593,82,116,34,99,99,0,1.0,True
14,96372106,8,10637309,2,60,0.2563135623931885,63,88,25,75,75,0,1.0,True
15,96372106,8,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
16,96372106,8,10637311,2,60,0.15282964706420898,61,96,35,74,74,0,1.0,True
17,96372106,8,10637312,2,60,5.909822940826416,56,79,23,66,66,0,1.0,True
18,96372106,8,10637313,2,60,3.2791025638580322,69,104,35,92,92,0,1.0,True
19,96372106,8,10637314,2,60,5.5058064460754395,77,110,33,87,87,0,1.0,True
20,96372106,8,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
21,96372106,8,10637316,2,60,16.737491846084595,80,112,32,96,96,0,1.0,True
22,96372106,8,10637317,2,60,0.24876737594604492,68,102,34,87,87,0,1.0,True
23,96372106,8,10637318,2,60,0.06618595123291016,49,76,27,69,69,0,1.0,True
24,96372106,8,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
25,96372106,8,10637320,2,60,0.2188243865966797,47,74,27,56,56,0,1.0,True
26,96372106,8,10637321,2,60,0.7075283527374268,58,90,32,70,70,0,1.0,True
27,96372106,8,10637322,2,60,20.405718088150024,68,98,30,79,79,0,1.0,True
28,96372106,8,10637323,2,60,1.3367524147033691,74,97,23,92,92,0,1.0,True
29,96372106,8,10637324,2,60,1.4506494998931885,53,70,17,59,59,0,1.0,True
30,96372106,8,10637325,2,60,1.205779790878296,65,92,27,73,73,0,1.0,True
31,96372106,8,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
32,96372106,8,10637327,2,60,0.1520214080810547,53,84,31,64,64,0,1.0,True
33,96372106,8,10637328,2,60,0.6766557693481445,69,97,28,87,87,0,1.0,True
34,96372106,8,10637329,2,60,0.5024418830871582,64,94,30,81,81,0,1.0,True
35,96372106,8,10637330,2,60,10.77929139137268,70,105,35,90,90,0,1.0,True
36,96372106,8,10637331,2,60,0.8857839107513428,49,73,24,57,57,0,1.0,True
37,96372106,8,10637332,2,60,0.5232603549957275,48,67,19,55,55,0,1.0,True
38,96372106,8,10637333,2,60,5.756796598434448,67,91,24,73,73,0,1.0,True
39,96372106,8,10637334,2,60,0.2963275909423828,68,93,25,86,86,0,1.0,True
40,96372106,8,10637335,2,60,2.103964328765869,55,84,29,69,69,0,1.0,True
41,96372106,8,10637336,2,60,5.365588188171387,80,119,39,91,91,0,1.0,True
42,96372106,8,10637337,2,60,0.20638489723205566,52,74,22,63,63,0,1.0,True
43,96372106,8,10637338,2,60,50.997889280319214,64,93,29,73,73,0,1.0,True
44,96372106,8,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
45,96372106,8,10637340,2,60,33.519941329956055,57,89,32,73,73,0,1.0,True
46,96372106,8,10637341,2,60,0.09755873680114746,55,86,31,74,74,0,1.0,True
47,96372106,8,10637342,2,60,0.37125205993652344,62,101,39,80,80,0,1.0,True
48,96372106,8,10637343,2,60,0.05900835990905762,46,75,29,61,61,0,1.0,True
49,96372106,8,10637344,2,60,14.089614629745483,60,89,29,76,76,0,1.0,True
50,96372106,8,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,True
