Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,5,10637296,2,60,0.012775182723999023,41,61,20,52,48,54,6,52,0.25,False
2,96372106,5,10637297,2,60,0.010352134704589844,28,46,18,38,35,40,5,38,0.25,False
3,96372106,5,10637298,2,60,0.5217537879943848,44,69,25,55,49,64,15,55,0.25,False
4,96372106,5,10637299,2,60,0.47811293601989746,47,69,22,58,56,62,6,58,0.25,False
5,96372106,5,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,False
6,96372106,5,10637301,2,60,0.03398919105529785,38,56,18,51,42,52,10,51,0.25,False
7,96372106,5,10637302,2,60,0.24007415771484375,59,91,32,83,75,86,11,83,0.25,False
8,96372106,5,10637303,2,60,0.0027532577514648438,30,53,23,40,38,47,9,40,0.25,False
9,96372106,5,10637304,2,60,0.03415036201477051,37,52,15,45,42,47,5,45,0.25,False
10,96372106,5,10637305,2,60,0.1642439365386963,42,64,22,48,48,51,3,48,0.25,False
11,96372106,5,10637306,2,60,0.0044786930084228516,36,66,30,49,48,52,4,49,0.25,False
12,96372106,5,10637307,2,60,0.10790133476257324,46,64,18,56,51,59,8,55,0.25,False
13,96372106,5,10637308,2,60,0.03121328353881836,38,61,23,48,41,54,13,48,0.25,False
14,96372106,5,10637309,2,60,0.05711197853088379,40,56,16,43,42,46,4,43,0.25,False
15,96372106,5,10637310,2,60,4.439394474029541,54,82,28,72,62,75,13,70,0.25,False
16,96372106,5,10637311,2,60,0.0034236907958984375,36,58,22,47,42,51,9,47,0.25,False
17,96372106,5,10637312,2,60,0.024223804473876953,29,49,20,39,37,41,4,39,0.25,False
18,96372106,5,10637313,2,60,0.8867826461791992,45,68,23,53,49,58,9,53,0.25,False
19,96372106,5,10637314,2,60,0.2109081745147705,39,62,23,47,43,53,10,47,0.25,False
20,96372106,5,10637315,2,60,0.011173248291015625,40,72,32,47,43,54,11,47,0.25,False
21,96372106,5,10637316,2,60,0.04124283790588379,54,76,22,63,58,68,10,63,0.25,False
22,96372106,5,10637317,2,60,0.004051685333251953,35,52,17,42,42,44,2,42,0.25,False
23,96372106,5,10637318,2,60,0.010270833969116211,31,49,18,41,35,49,14,41,0.25,False
24,96372106,5,10637319,2,60,0.09865403175354004,42,73,31,62,50,70,20,62,0.25,False
25,96372106,5,10637320,2,60,0.022788047790527344,30,48,18,39,38,42,4,39,0.25,False
26,96372106,5,10637321,2,60,0.005290508270263672,30,50,20,44,36,44,8,44,0.25,False
27,96372106,5,10637322,2,60,0.24428701400756836,32,53,21,41,39,43,4,41,0.25,False
28,96372106,5,10637323,2,60,0.06159234046936035,40,62,22,51,47,52,5,51,0.25,False
29,96372106,5,10637324,2,60,0.009978532791137695,30,43,13,38,31,41,10,38,0.25,False
30,96372106,5,10637325,2,60,0.016350746154785156,29,44,15,41,33,43,10,41,0.25,False
31,96372106,5,10637326,2,60,0.3605232238769531,43,65,22,56,47,58,11,56,0.25,False
32,96372106,5,10637327,2,60,0.016805171966552734,41,64,23,52,50,55,5,52,0.25,False
33,96372106,5,10637328,2,60,0.03795337677001953,50,70,20,60,53,64,11,60,0.25,False
34,96372106,5,10637329,2,60,0.026690959930419922,41,63,22,54,50,58,8,54,0.25,False
35,96372106,5,10637330,2,60,0.003628969192504883,27,46,19,42,39,44,5,42,0.25,False
36,96372106,5,10637331,2,60,0.10918951034545898,27,50,23,38,33,45,12,38,0.25,False
37,96372106,5,10637332,2,60,0.14169907569885254,34,51,17,43,39,45,6,42,0.25,False
38,96372106,5,10637333,2,60,0.13909363746643066,41,60,19,53,47,54,7,53,0.25,False
39,96372106,5,10637334,2,60,0.00836634635925293,39,61,22,49,40,55,15,49,0.25,False
40,96372106,5,10637335,2,60,0.0018200874328613281,17,23,6,23,19,23,4,23,0.25,False
41,96372106,5,10637336,2,60,0.06798458099365234,52,82,30,70,60,72,12,70,0.25,False
42,96372106,5,10637337,2,60,0.03826546669006348,34,50,16,45,41,50,9,45,0.25,False
43,96372106,5,10637338,2,60,0.05135035514831543,43,59,16,52,49,53,4,52,0.25,False
44,96372106,5,10637339,2,60,5.911868572235107,38,56,18,48,44,52,8,48,0.25,False
45,96372106,5,10637340,2,60,0.045168161392211914,35,60,25,48,40,51,11,48,0.25,False
46,96372106,5,10637341,2,60,0.0055999755859375,27,46,19,38,35,39,4,38,0.25,False
47,96372106,5,10637342,2,60,0.06134915351867676,35,52,17,46,39,50,11,46,0.25,False
48,96372106,5,10637343,2,60,0.0064661502838134766,30,53,23,38,33,49,16,38,0.25,False
49,96372106,5,10637344,2,60,0.017679929733276367,33,52,19,44,42,46,4,44,0.25,False
50,96372106,5,10637345,2,60,0.03798937797546387,48,79,31,64,60,64,4,64,0.25,False
