Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,8,10637296,1,60,0.2602121829986572,51,64,13,57,56,58,2,57,0.5,uniform,False
2,96372106,8,10637297,1,60,0.7574915885925293,58,71,13,65,62,67,5,65,0.5,uniform,False
3,96372106,8,10637298,1,60,0.5097756385803223,56,65,9,62,61,62,1,62,0.5,uniform,False
4,96372106,8,10637299,1,60,3.3442914485931396,61,79,18,70,67,71,4,69,0.5,uniform,False
5,96372106,8,10637300,1,60,0.9093689918518066,65,81,16,70,68,74,6,68,0.5,uniform,False
6,96372106,8,10637301,1,60,0.13992023468017578,44,62,18,57,57,59,2,57,0.5,uniform,False
7,96372106,8,10637302,1,60,1.5477957725524902,68,83,15,77,75,79,4,77,0.5,uniform,False
8,96372106,8,10637303,1,60,0.056127071380615234,47,60,13,54,53,57,4,54,0.5,uniform,False
9,96372106,8,10637304,1,60,0.10718536376953125,38,53,15,45,45,45,0,45,0.5,uniform,False
10,96372106,8,10637305,1,60,15.416513204574585,52,65,13,60,58,60,2,60,0.5,uniform,False
11,96372106,8,10637306,1,60,0.6139395236968994,55,72,17,61,60,64,4,60,0.5,uniform,False
12,96372106,8,10637307,1,60,0.3657376766204834,54,75,21,66,63,68,5,66,0.5,uniform,False
13,96372106,8,10637308,1,60,0.5267062187194824,65,83,18,77,76,77,1,77,0.5,uniform,False
14,96372106,8,10637309,1,60,0.2454361915588379,50,65,15,59,57,61,4,59,0.5,uniform,False
15,96372106,8,10637310,1,60,11.745847463607788,61,78,17,73,70,72,2,72,0.5,uniform,False
16,96372106,8,10637311,1,60,0.056630611419677734,53,69,16,57,56,58,2,57,0.5,uniform,False
17,96372106,8,10637312,1,60,1.013599157333374,47,58,11,52,51,54,3,52,0.5,uniform,False
18,96372106,8,10637313,1,60,0.4273405075073242,58,72,14,65,63,65,2,65,0.5,uniform,False
19,96372106,8,10637314,1,60,1.024724006652832,60,80,20,68,66,69,3,68,0.5,uniform,False
20,96372106,8,10637315,1,60,0.461292028427124,69,91,22,80,78,83,5,80,0.5,uniform,False
21,96372106,8,10637316,1,60,0.7322838306427002,68,88,20,80,78,80,2,80,0.5,uniform,False
22,96372106,8,10637317,1,60,0.13553404808044434,58,77,19,70,70,71,1,70,0.5,uniform,False
23,96372106,8,10637318,1,60,0.07327985763549805,41,54,13,46,45,47,2,46,0.5,uniform,False
24,96372106,8,10637319,1,60,13.137497901916504,67,80,13,72,70,72,2,72,0.5,uniform,False
25,96372106,8,10637320,1,60,0.06964397430419922,40,53,13,47,47,49,2,47,0.5,uniform,False
26,96372106,8,10637321,1,60,0.15268635749816895,47,64,17,58,56,61,5,58,0.5,uniform,False
27,96372106,8,10637322,1,60,0.6765341758728027,59,71,12,67,65,68,3,67,0.5,uniform,False
28,96372106,8,10637323,1,60,0.9174971580505371,61,75,14,72,68,73,5,72,0.5,uniform,False
29,96372106,8,10637324,1,60,0.1646709442138672,42,52,10,48,48,49,1,48,0.5,uniform,False
30,96372106,8,10637325,1,60,0.6178641319274902,52,67,15,57,54,60,6,57,0.5,uniform,False
31,96372106,8,10637326,1,60,1.5518364906311035,69,85,16,73,73,75,2,73,0.5,uniform,False
32,96372106,8,10637327,1,60,0.22839045524597168,48,61,13,54,53,55,2,54,0.5,uniform,False
33,96372106,8,10637328,1,60,0.15900444984436035,56,71,15,63,62,63,1,63,0.5,uniform,False
34,96372106,8,10637329,1,60,0.3372035026550293,52,68,16,55,55,58,3,55,0.5,uniform,False
35,96372106,8,10637330,1,60,1.9801437854766846,62,77,15,68,68,70,2,68,0.5,uniform,False
36,96372106,8,10637331,1,60,0.34101390838623047,42,53,11,45,44,45,1,45,0.5,uniform,False
37,96372106,8,10637332,1,60,0.057622432708740234,38,52,14,45,43,45,2,45,0.5,uniform,False
38,96372106,8,10637333,1,60,0.5343623161315918,54,68,14,61,59,62,3,59,0.5,uniform,False
39,96372106,8,10637334,1,60,0.28014254570007324,52,74,22,65,62,66,4,65,0.5,uniform,False
40,96372106,8,10637335,1,60,0.18691420555114746,44,54,10,49,49,50,1,49,0.5,uniform,False
41,96372106,8,10637336,1,60,2.1981043815612793,70,85,15,78,76,79,3,78,0.5,uniform,False
42,96372106,8,10637337,1,60,0.17687416076660156,44,59,15,50,48,51,3,50,0.5,uniform,False
43,96372106,8,10637338,1,60,5.160474538803101,60,69,9,64,63,64,1,64,0.5,uniform,False
44,96372106,8,10637339,1,60,6.508970260620117,68,86,18,74,74,75,1,74,0.5,uniform,False
45,96372106,8,10637340,1,60,0.6378767490386963,50,59,9,56,55,56,1,56,0.5,uniform,False
46,96372106,8,10637341,1,60,0.06606125831604004,47,65,18,61,60,62,2,61,0.5,uniform,False
47,96372106,8,10637342,1,60,0.08684682846069336,51,69,18,57,57,58,1,57,0.5,uniform,False
48,96372106,8,10637343,1,60,0.04231691360473633,41,55,14,51,47,51,4,51,0.5,uniform,False
49,96372106,8,10637344,1,60,0.6083095073699951,53,67,14,59,57,60,3,59,0.5,uniform,False
50,96372106,8,10637345,1,60,1.6289701461791992,64,79,15,72,72,72,0,72,0.5,uniform,False
