Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,8,10637296,2,60,0.1544358730316162,54,90,36,66,66,66,0,66,1.0,False
2,96372106,8,10637297,2,60,2.6782145500183105,73,101,28,85,85,85,0,85,1.0,False
3,96372106,8,10637298,2,60,7.7190282344818115,69,95,26,81,80,80,0,80,1.0,False
4,96372106,8,10637299,2,60,6.240343332290649,79,109,30,97,96,96,0,96,1.0,False
5,96372106,8,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,False
6,96372106,8,10637301,2,60,1.3529086112976074,56,86,30,75,74,74,0,74,1.0,False
7,96372106,8,10637302,2,60,12.062160730361938,81,114,33,97,96,96,0,96,1.0,False
8,96372106,8,10637303,2,60,0.05588936805725098,52,88,36,70,69,69,0,69,1.0,False
9,96372106,8,10637304,2,60,0.051481008529663086,50,71,21,60,60,60,0,60,1.0,False
10,96372106,8,10637305,2,60,1.9256854057312012,60,93,33,71,71,71,0,71,1.0,False
11,96372106,8,10637306,2,60,6.547415256500244,69,99,30,85,85,85,0,85,1.0,False
12,96372106,8,10637307,2,60,2.543891191482544,75,106,31,86,86,86,0,86,1.0,False
13,96372106,8,10637308,2,60,24.62755250930786,82,116,34,99,97,97,0,97,1.0,False
14,96372106,8,10637309,2,60,0.10844016075134277,63,88,25,77,77,77,0,77,1.0,False
15,96372106,8,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,False
16,96372106,8,10637311,2,60,0.05862116813659668,61,96,35,77,76,76,0,76,1.0,False
17,96372106,8,10637312,2,60,2.230715036392212,56,79,23,67,67,67,0,67,1.0,False
18,96372106,8,10637313,2,60,1.4196836948394775,69,104,35,93,92,92,0,92,1.0,False
19,96372106,8,10637314,2,60,0.9479420185089111,77,110,33,93,93,93,0,93,1.0,False
20,96372106,8,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,False
21,96372106,8,10637316,2,60,8.94223690032959,80,112,32,96,96,96,0,96,1.0,False
22,96372106,8,10637317,2,60,0.06061148643493652,68,102,34,89,89,89,0,89,1.0,False
23,96372106,8,10637318,2,60,0.016614913940429688,49,76,27,67,67,67,0,67,1.0,False
24,96372106,8,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,False
25,96372106,8,10637320,2,60,0.07589888572692871,47,74,27,56,56,56,0,56,1.0,False
26,96372106,8,10637321,2,60,0.38249802589416504,58,90,32,76,75,75,0,75,1.0,False
27,96372106,8,10637322,2,60,10.263578414916992,68,98,30,80,80,80,0,80,1.0,False
28,96372106,8,10637323,2,60,0.47029781341552734,74,97,23,89,89,89,0,89,1.0,False
29,96372106,8,10637324,2,60,0.677250862121582,53,70,17,62,60,60,0,60,1.0,False
30,96372106,8,10637325,2,60,0.410308837890625,65,92,27,80,80,80,0,80,1.0,False
31,96372106,8,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,False
32,96372106,8,10637327,2,60,0.024884939193725586,53,84,31,66,66,66,0,66,1.0,False
33,96372106,8,10637328,2,60,0.2806663513183594,69,97,28,83,82,82,0,82,1.0,False
34,96372106,8,10637329,2,60,0.0782918930053711,64,94,30,80,80,80,0,80,1.0,False
35,96372106,8,10637330,2,60,0.3562297821044922,70,105,35,86,86,86,0,86,1.0,False
36,96372106,8,10637331,2,60,0.2518765926361084,49,73,24,58,58,58,0,58,1.0,False
37,96372106,8,10637332,2,60,0.17904281616210938,48,67,19,58,57,57,0,57,1.0,False
38,96372106,8,10637333,2,60,2.6498639583587646,67,91,24,80,79,79,0,79,1.0,False
39,96372106,8,10637334,2,60,0.05531573295593262,68,93,25,85,83,83,0,83,1.0,False
40,96372106,8,10637335,2,60,0.9439699649810791,55,84,29,72,71,71,0,71,1.0,False
41,96372106,8,10637336,2,60,0.4200313091278076,80,119,39,97,97,97,0,97,1.0,False
42,96372106,8,10637337,2,60,0.06734752655029297,52,74,22,63,63,63,0,63,1.0,False
43,96372106,8,10637338,2,60,5.713419198989868,64,93,29,77,77,77,0,77,1.0,False
44,96372106,8,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,False
45,96372106,8,10637340,2,60,1.09675931930542,57,89,32,74,73,73,0,73,1.0,False
46,96372106,8,10637341,2,60,0.028069496154785156,55,86,31,74,74,74,0,74,1.0,False
47,96372106,8,10637342,2,60,0.1563425064086914,62,101,39,82,81,81,0,81,1.0,False
48,96372106,8,10637343,2,60,0.018855571746826172,46,75,29,60,60,60,0,60,1.0,False
49,96372106,8,10637344,2,60,6.324057579040527,60,89,29,80,80,80,0,80,1.0,False
50,96372106,8,10637345,2,60,44.70538926124573,73,120,47,95,95,95,0,95,1.0,False
