Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final_true_cost,Sensing Probability,Communication
1,96372106,11,10637296,1,60,0.13160204887390137,69,87,18,78,69,87,18,78,0.0,False
2,96372106,11,10637297,1,60,0.20508503913879395,76,94,18,89,76,94,18,89,0.0,False
3,96372106,11,10637298,1,60,0.9461350440979004,83,95,12,90,83,95,12,90,0.0,False
4,96372106,11,10637299,1,60,11.368276834487915,79,100,21,87,79,100,21,87,0.0,False
5,96372106,11,10637300,1,60,0.4256422519683838,88,106,18,96,88,106,18,96,0.0,False
6,96372106,11,10637301,1,60,0.6451585292816162,71,91,20,83,71,91,20,83,0.0,False
7,96372106,11,10637302,1,60,1.000457763671875,95,116,21,106,95,116,21,106,0.0,False
8,96372106,11,10637303,1,60,0.05652499198913574,63,82,19,76,63,82,19,76,0.0,False
9,96372106,11,10637304,1,60,0.031854867935180664,49,67,18,62,49,67,18,62,0.0,False
10,96372106,11,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
11,96372106,11,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
12,96372106,11,10637307,1,60,1.490232229232788,74,95,21,82,74,95,21,82,0.0,False
13,96372106,11,10637308,1,60,0.13826489448547363,78,102,24,88,78,102,24,88,0.0,False
14,96372106,11,10637309,1,60,0.9226503372192383,81,100,19,85,81,100,19,85,0.0,False
15,96372106,11,10637310,1,60,10.645413160324097,82,100,18,87,82,100,18,87,0.0,False
16,96372106,11,10637311,1,60,0.13672590255737305,81,101,20,88,81,101,20,88,0.0,False
17,96372106,11,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
18,96372106,11,10637313,1,60,0.2823796272277832,80,98,18,97,80,98,18,97,0.0,False
19,96372106,11,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
20,96372106,11,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
21,96372106,11,10637316,1,60,17.118078470230103,87,106,19,92,87,106,19,92,0.0,False
22,96372106,11,10637317,1,60,0.3202686309814453,78,100,22,88,78,100,22,88,0.0,False
23,96372106,11,10637318,1,60,0.17185378074645996,63,83,20,73,63,83,20,73,0.0,False
24,96372106,11,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,False
25,96372106,11,10637320,1,60,0.07002496719360352,67,82,15,77,67,82,15,77,0.0,False
26,96372106,11,10637321,1,60,1.3560140132904053,69,88,19,81,69,88,19,81,0.0,False
27,96372106,11,10637322,1,60,3.0178818702697754,78,93,15,89,78,93,15,89,0.0,False
28,96372106,11,10637323,1,60,26.977885723114014,83,102,19,94,83,102,19,94,0.0,False
29,96372106,11,10637324,1,60,0.16658782958984375,67,82,15,75,67,82,15,75,0.0,False
30,96372106,11,10637325,1,60,1.286522388458252,65,85,20,77,65,85,20,77,0.0,False
31,96372106,11,10637326,1,60,0.39040207862854004,75,94,19,84,75,94,19,84,0.0,False
32,96372106,11,10637327,1,60,0.1454012393951416,69,86,17,81,69,86,17,81,0.0,False
33,96372106,11,10637328,1,60,0.24091744422912598,75,98,23,86,75,98,23,86,0.0,False
34,96372106,11,10637329,1,60,0.9407861232757568,81,100,19,92,81,100,19,92,0.0,False
35,96372106,11,10637330,1,60,27.74147343635559,87,105,18,95,87,105,18,95,0.0,False
36,96372106,11,10637331,1,60,0.2642936706542969,63,77,14,69,63,77,14,69,0.0,False
37,96372106,11,10637332,1,60,0.07631421089172363,57,68,11,62,57,68,11,62,0.0,False
38,96372106,11,10637333,1,60,0.20369410514831543,74,92,18,82,74,92,18,82,0.0,False
39,96372106,11,10637334,1,60,0.16243267059326172,75,101,26,91,75,101,26,91,0.0,False
40,96372106,11,10637335,1,60,0.11234116554260254,63,80,17,72,63,80,17,72,0.0,False
41,96372106,11,10637336,1,60,9.808741331100464,96,117,21,104,96,117,21,104,0.0,False
42,96372106,11,10637337,1,60,0.07812190055847168,61,80,19,69,61,80,19,69,0.0,False
43,96372106,11,10637338,1,60,0.8058431148529053,77,96,19,89,77,96,19,89,0.0,False
44,96372106,11,10637339,1,60,34.752198219299316,90,106,16,94,90,106,16,94,0.0,False
45,96372106,11,10637340,1,60,10.391820669174194,80,95,15,88,80,95,15,88,0.0,False
46,96372106,11,10637341,1,60,0.2716941833496094,66,82,16,75,66,82,16,75,0.0,False
47,96372106,11,10637342,1,60,0.09266519546508789,71,88,17,78,71,88,17,78,0.0,False
48,96372106,11,10637343,1,60,0.4595794677734375,63,84,21,70,63,84,21,70,0.0,False
49,96372106,11,10637344,1,60,10.49502944946289,77,96,19,86,77,96,19,86,0.0,False
50,96372106,11,10637345,1,60,0.7323625087738037,83,103,20,91,83,103,20,91,0.0,False
