Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,octu Min Cost,octu Max Cost,octu uncertainty,Sensing Probability,Communication
1,96372106,12,10637296,2,60,12.449312448501587,103,146,43,121,121,0,1.0,False
2,96372106,12,10637297,2,60,8.560412168502808,116,151,35,136,136,0,1.0,False
3,96372106,12,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
4,96372106,12,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
5,96372106,12,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
6,96372106,12,10637301,2,60,56.341371059417725,94,139,45,117,117,0,1.0,False
7,96372106,12,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
8,96372106,12,10637303,2,60,0.5700724124908447,90,132,42,112,112,0,1.0,False
9,96372106,12,10637304,2,60,0.1007688045501709,71,100,29,85,85,0,1.0,False
10,96372106,12,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
11,96372106,12,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
12,96372106,12,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
13,96372106,12,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
14,96372106,12,10637309,2,60,20.40463089942932,112,146,34,121,121,0,1.0,False
15,96372106,12,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
16,96372106,12,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
17,96372106,12,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
18,96372106,12,10637313,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
19,96372106,12,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
20,96372106,12,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
21,96372106,12,10637316,2,60,59.580132484436035,112,151,39,127,127,0,1.0,False
22,96372106,12,10637317,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
23,96372106,12,10637318,2,60,3.6702420711517334,94,133,39,117,117,0,1.0,False
24,96372106,12,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
25,96372106,12,10637320,2,60,14.887470006942749,85,124,39,107,107,0,1.0,False
26,96372106,12,10637321,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
27,96372106,12,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
28,96372106,12,10637323,2,60,16.320842742919922,101,131,30,116,116,0,1.0,False
29,96372106,12,10637324,2,60,6.0984485149383545,86,113,27,96,96,0,1.0,False
30,96372106,12,10637325,2,60,11.615851402282715,91,127,36,104,104,0,1.0,False
31,96372106,12,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
32,96372106,12,10637327,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
33,96372106,12,10637328,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
34,96372106,12,10637329,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
35,96372106,12,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
36,96372106,12,10637331,2,60,3.5781450271606445,84,120,36,105,105,0,1.0,False
37,96372106,12,10637332,2,60,0.7432892322540283,70,95,25,77,77,0,1.0,False
38,96372106,12,10637333,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
39,96372106,12,10637334,2,60,0.3017892837524414,107,145,38,126,126,0,1.0,False
40,96372106,12,10637335,2,60,7.919652223587036,86,120,34,101,101,0,1.0,False
41,96372106,12,10637336,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
42,96372106,12,10637337,2,60,8.923896789550781,78,111,33,91,91,0,1.0,False
43,96372106,12,10637338,2,60,33.713581562042236,94,134,40,120,120,0,1.0,False
44,96372106,12,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
45,96372106,12,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
46,96372106,12,10637341,2,60,1.3211700916290283,86,121,35,105,105,0,1.0,False
47,96372106,12,10637342,2,60,53.85829710960388,102,143,41,127,127,0,1.0,False
48,96372106,12,10637343,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
49,96372106,12,10637344,2,60,-1,-1,-1,-1,-1,-1,-1,1.0,False
50,96372106,12,10637345,2,60,28.138227939605713,119,165,46,137,137,0,1.0,False
