Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,10,10637296,1,60,0.03436398506164551,0.011305570602416992,65,80,15,65,65,65,0,65,1.0,min,Min Worst Case,False
2,96372106,10,10637297,1,60,0.12105894088745117,0.010268449783325195,71,89,18,71,71,71,0,71,1.0,min,Min Worst Case,False
3,96372106,10,10637298,1,60,0.14107155799865723,0.01081705093383789,74,84,10,74,74,74,0,74,1.0,min,Min Worst Case,False
4,96372106,10,10637299,1,60,0.1049051284790039,0.012698650360107422,74,95,21,74,74,74,0,74,1.0,min,Min Worst Case,False
5,96372106,10,10637300,1,60,0.24593186378479004,0.014053106307983398,80,98,18,80,80,80,0,80,1.0,min,Min Worst Case,False
6,96372106,10,10637301,1,60,0.1917273998260498,0.011146068572998047,58,70,12,58,58,58,0,58,1.0,min,Min Worst Case,False
7,96372106,10,10637302,1,60,0.6297986507415771,0.0169675350189209,86,106,20,86,86,86,0,86,1.0,min,Min Worst Case,False
8,96372106,10,10637303,1,60,0.005135059356689453,0.008566617965698242,57,75,18,57,57,57,0,57,1.0,min,Min Worst Case,False
9,96372106,10,10637304,1,60,0.006484508514404297,0.006608486175537109,47,65,18,47,47,47,0,47,1.0,min,Min Worst Case,False
10,96372106,10,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
11,96372106,10,10637306,1,60,1.3033180236816406,0.01679372787475586,73,86,13,73,70,70,0,70,1.0,min,Min Worst Case,False
12,96372106,10,10637307,1,60,2.670269012451172,0.01496267318725586,73,90,17,73,73,73,0,73,1.0,min,Min Worst Case,False
13,96372106,10,10637308,1,60,0.03464245796203613,0.013058900833129883,78,100,22,78,78,78,0,78,1.0,min,Min Worst Case,False
14,96372106,10,10637309,1,60,0.09488701820373535,0.012508153915405273,77,97,20,77,77,77,0,77,1.0,min,Min Worst Case,False
15,96372106,10,10637310,1,60,1.2830479145050049,0.01550602912902832,79,97,18,79,79,79,0,79,1.0,min,Min Worst Case,False
16,96372106,10,10637311,1,60,0.02504563331604004,0.01035928726196289,70,87,17,70,70,70,0,70,1.0,min,Min Worst Case,False
17,96372106,10,10637312,1,60,0.042388916015625,0.007779598236083984,56,68,12,56,56,56,0,56,1.0,min,Min Worst Case,False
18,96372106,10,10637313,1,60,0.06407642364501953,0.011997222900390625,77,96,19,77,77,77,0,77,1.0,min,Min Worst Case,False
19,96372106,10,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
20,96372106,10,10637315,1,60,0.13391757011413574,0.015261173248291016,85,102,17,85,85,85,0,85,1.0,min,Min Worst Case,False
21,96372106,10,10637316,1,60,2.887582540512085,0.015293598175048828,82,99,17,82,82,82,0,82,1.0,min,Min Worst Case,False
22,96372106,10,10637317,1,60,0.07751655578613281,0.012022972106933594,76,94,18,76,76,76,0,76,1.0,min,Min Worst Case,False
23,96372106,10,10637318,1,60,0.014473199844360352,0.007602214813232422,56,75,19,56,56,56,0,56,1.0,min,Min Worst Case,False
24,96372106,10,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,Min Worst Case,False
25,96372106,10,10637320,1,60,0.013340950012207031,0.008015155792236328,60,74,14,60,60,60,0,60,1.0,min,Min Worst Case,False
26,96372106,10,10637321,1,60,17.2618088722229,0.009276390075683594,67,81,14,67,67,67,0,67,1.0,min,Min Worst Case,False
27,96372106,10,10637322,1,60,0.19629621505737305,0.01597428321838379,69,86,17,69,69,69,0,69,1.0,min,Min Worst Case,False
28,96372106,10,10637323,1,60,2.6363160610198975,0.016799211502075195,80,99,19,80,80,80,0,80,1.0,min,Min Worst Case,False
29,96372106,10,10637324,1,60,0.055626869201660156,0.007628202438354492,57,69,12,57,57,57,0,57,1.0,min,Min Worst Case,False
30,96372106,10,10637325,1,60,0.537482738494873,0.008739709854125977,61,81,20,61,61,61,0,61,1.0,min,Min Worst Case,False
31,96372106,10,10637326,1,60,0.130112886428833,0.010719537734985352,73,91,18,73,73,73,0,73,1.0,min,Min Worst Case,False
32,96372106,10,10637327,1,60,0.02592158317565918,0.008368730545043945,61,78,17,61,61,61,0,61,1.0,min,Min Worst Case,False
33,96372106,10,10637328,1,60,0.7750463485717773,0.010248661041259766,68,85,17,68,68,68,0,68,1.0,min,Min Worst Case,False
34,96372106,10,10637329,1,60,0.03649544715881348,0.010157346725463867,63,85,22,63,63,63,0,63,1.0,min,Min Worst Case,False
35,96372106,10,10637330,1,60,1.8081388473510742,0.012302637100219727,78,94,16,78,78,78,0,78,1.0,min,Min Worst Case,False
36,96372106,10,10637331,1,60,0.6219029426574707,0.008074760437011719,60,76,16,60,60,60,0,60,1.0,min,Min Worst Case,False
