Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,7,10637296,0,60,0.015957355499267578,0.020968914031982422,254,254,0,254,254,254,0,254,0.0,max,Min Best Case,False
2,96372106,7,10637297,0,60,0.08977794647216797,0.014960289001464844,252,252,0,252,252,252,0,252,0.0,max,Min Best Case,False
3,96372106,7,10637298,0,60,0.01399374008178711,0.013963699340820312,214,214,0,214,214,214,0,214,0.0,max,Min Best Case,False
4,96372106,7,10637299,0,60,0.012941360473632812,0.02593088150024414,229,229,0,229,229,229,0,229,0.0,max,Min Best Case,False
5,96372106,7,10637300,0,60,0.4029228687286377,0.019946575164794922,257,257,0,257,257,257,0,257,0.0,max,Min Best Case,False
6,96372106,7,10637301,0,60,0.04687380790710449,0.016954421997070312,177,177,0,177,177,177,0,177,0.0,max,Min Best Case,False
7,96372106,7,10637302,0,60,0.13065052032470703,0.015957117080688477,207,207,0,207,207,207,0,207,0.0,max,Min Best Case,False
8,96372106,7,10637303,0,60,0.009972095489501953,0.011968135833740234,179,179,0,179,179,179,0,179,0.0,max,Min Best Case,False
9,96372106,7,10637304,0,60,0.030917644500732422,0.010007619857788086,148,148,0,148,148,148,0,148,0.0,max,Min Best Case,False
10,96372106,7,10637305,0,60,0.012965679168701172,0.015956640243530273,192,192,0,192,192,192,0,192,0.0,max,Min Best Case,False
11,96372106,7,10637306,0,60,0.01598072052001953,0.009943246841430664,162,162,0,162,162,162,0,162,0.0,max,Min Best Case,False
12,96372106,7,10637307,0,60,0.7061121463775635,0.01800084114074707,229,229,0,229,229,229,0,229,0.0,max,Min Best Case,False
13,96372106,7,10637308,0,60,0.01795172691345215,0.017904996871948242,226,226,0,226,226,226,0,226,0.0,max,Min Best Case,False
14,96372106,7,10637309,0,60,0.6203413009643555,0.017998933792114258,197,197,0,197,197,197,0,197,0.0,max,Min Best Case,False
15,96372106,7,10637310,0,60,0.26329922676086426,0.016959190368652344,204,204,0,204,204,204,0,204,0.0,max,Min Best Case,False
16,96372106,7,10637311,0,60,0.012963533401489258,0.014956474304199219,177,177,0,177,177,177,0,177,0.0,max,Min Best Case,False
