Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,12,10637296,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
2,96372106,12,10637297,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
3,96372106,12,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
4,96372106,12,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
5,96372106,12,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
6,96372106,12,10637301,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
7,96372106,12,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
8,96372106,12,10637303,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
9,96372106,12,10637304,2,60,0.660555362701416,0.06886005401611328,70,102,32,70,69,69,0,69,1.0,min,True
10,96372106,12,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,min,True
