Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,6,10637296,1,60,0.11070394515991211,0.013915538787841797,249,330,81,295,249,330,81,295,0.0,uniform,Min Best Case,True,245,328
2,96372106,6,10637297,1,60,0.037899017333984375,0.01292872428894043,257,317,60,290,257,317,60,290,0.0,uniform,Min Best Case,True,257,320
3,96372106,6,10637298,1,60,1.138953685760498,0.013961076736450195,236,301,65,269,236,301,65,269,0.0,uniform,Min Best Case,True,229,297
4,96372106,6,10637299,1,60,0.04089069366455078,0.01398324966430664,216,275,59,249,216,275,59,249,0.0,uniform,Min Best Case,True,215,278
5,96372106,6,10637300,1,60,1.3164782524108887,0.01096796989440918,283,351,68,322,283,351,68,322,0.0,uniform,Min Best Case,True,281,346
6,96372106,6,10637301,1,60,0.008971452713012695,0.01096963882446289,196,241,45,218,196,241,45,218,0.0,uniform,Min Best Case,True,196,241
7,96372106,6,10637302,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Best Case,True,-1,-1
8,96372106,6,10637303,1,60,0.012964725494384766,0.009972333908081055,184,228,44,202,184,228,44,202,0.0,uniform,Min Best Case,True,183,227
9,96372106,6,10637304,1,60,0.0060138702392578125,0.006979703903198242,153,191,38,171,153,191,38,171,0.0,uniform,Min Best Case,True,153,191
10,96372106,6,10637305,1,60,4.454089879989624,0.008987188339233398,245,307,62,274,245,307,62,274,0.0,uniform,Min Best Case,True,240,308
11,96372106,6,10637306,1,60,0.011949300765991211,0.006977558135986328,169,207,38,186,169,207,38,186,0.0,uniform,Min Best Case,True,169,208
12,96372106,6,10637307,1,60,0.1815030574798584,0.011966705322265625,268,338,70,307,268,338,70,307,0.0,uniform,Min Best Case,True,262,322
13,96372106,6,10637308,1,60,0.029871463775634766,0.011971235275268555,264,331,67,304,264,331,67,304,0.0,uniform,Min Best Case,True,263,331
14,96372106,6,10637309,1,60,0.04088902473449707,0.012964963912963867,241,307,66,276,241,307,66,276,0.0,uniform,Min Best Case,True,241,312
15,96372106,6,10637310,1,60,0.3839719295501709,0.008988380432128906,178,225,47,200,178,225,47,200,0.0,uniform,Min Best Case,True,175,222
16,96372106,6,10637311,1,60,0.05487871170043945,0.011932134628295898,190,239,49,213,190,239,49,213,0.0,uniform,Min Best Case,True,189,244
17,96372106,6,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Best Case,True,-1,-1
18,96372106,6,10637313,1,60,8.484314203262329,0.010915756225585938,304,387,83,341,304,387,83,341,0.0,uniform,Min Best Case,True,299,393
19,96372106,6,10637314,1,60,0.12566304206848145,0.011989355087280273,258,325,67,296,258,325,67,296,0.0,uniform,Min Best Case,True,257,328
20,96372106,6,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,uniform,Min Best Case,True,-1,-1
21,96372106,6,10637316,1,60,0.05379605293273926,0.014016866683959961,279,358,79,323,279,358,79,323,0.0,uniform,Min Best Case,True,277,355
22,96372106,6,10637317,1,60,0.02593064308166504,0.011939048767089844,232,302,70,270,232,302,70,270,0.0,uniform,Min Best Case,True,232,303
23,96372106,6,10637318,1,60,0.005959272384643555,0.007976770401000977,138,171,33,156,138,171,33,156,0.0,uniform,Min Best Case,True,138,171
24,96372106,6,10637319,1,60,0.01598358154296875,0.00800943374633789,188,237,49,208,188,237,49,208,0.0,uniform,Min Best Case,True,187,233
25,96372106,6,10637320,1,60,0.010975837707519531,0.010970830917358398,243,299,56,266,243,299,56,266,0.0,uniform,Min Best Case,True,243,299
26,96372106,6,10637321,1,60,0.6073622703552246,0.008974552154541016,231,293,62,257,231,293,62,257,0.0,uniform,Min Best Case,True,224,284
27,96372106,6,10637322,1,60,0.00892186164855957,0.013019323348999023,174,222,48,200,174,222,48,200,0.0,uniform,Min Best Case,True,174,222
28,96372106,6,10637323,1,60,0.044879913330078125,0.011941909790039062,281,356,75,322,281,356,75,322,0.0,uniform,Min Best Case,True,280,355
