Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,4, 701850596, 4,60,1.4321906566619873, -1, 2424, 4261, -1, -1, 1, -1
2,12345678,4, 1478785906, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,4, 89301227, 4,60,0.7878618240356445, -1, 1703, 3044, -1, -1, 1, -1
4,12345678,4, 1989332734, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,4, 2085944835, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,4, 175364127, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,4, 1406620837, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,4, 1626552305, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
9,12345678,4, 379297235, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,4, 1335397016, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,4, 881124789, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,4, 237345537, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,4, 1262481578, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
14,12345678,4, 4463589, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,4, 651088227, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,4, 73988302, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,4, 865712396, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,4, 988627755, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,4, 218822371, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
20,12345678,4, 241990612, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
21,12345678,4, 1656849504, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,4, 1233986540, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,4, 1705993321, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,4, 537210649, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,4, 2007220649, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,4, 1977002838, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,4, 716563857, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,4, 1022924277, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
29,12345678,4, 1482044112, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,4, 464817270, 4,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.07400174935658772, 6.666666666666667%, 2063.5 to 3652.5, -1
ODA-queue, 0.0, 0.0%, 0 to 0, -1
